session_key,meeting_key,driver_number,position,number_of_laps,dnf,dns,dsq,gap_to_leader,best_time
7768,1141,1,1.0,15,False,False,False,"[0.302, 0.221, 0.0]",89.708
7768,1141,11,2.0,15,False,False,False,"[0.486, 0.464, 0.138]",89.846
7768,1141,16,3.0,17,False,False,False,"[0.101, 0.0, 0.292]",90.0
7768,1141,55,4.0,18,False,False,False,"[0.0, 0.233, 0.446]",90.154
7768,1141,14,5.0,15,False,False,False,"[0.165, 0.363, 0.628]",90.336
7768,1141,63,6.0,15,False,False,False,"[0.064, 0.225, 0.632]",90.34
7768,1141,44,7.0,15,False,False,False,"[0.55, 0.231, 0.676]",90.384
7768,1141,18,8.0,18,False,False,False,"[0.191, 0.845, 1.128]",90.836
7768,1141,31,9.0,15,False,False,False,"[0.515, 0.632, 1.276]",90.914
7768,1141,27,10.0,17,True,False,False,"[0.211, 0.527, None]",90.809
7768,1141,4,11.0,13,False,False,False,"[0.659, 1.099, None]",91.381
7768,1141,77,12.0,12,False,False,False,"[0.511, 1.161, None]",91.443
7768,1141,24,13.0,12,False,False,False,"[0.622, 1.191, None]",91.473
7768,1141,22,14.0,15,False,False,False,"[0.407, 2.228, None]",91.4
7768,1141,23,15.0,8,True,False,False,"[0.468, None, None]",91.461
7768,1141,2,16.0,6,False,False,False,"[0.659, None, None]",91.652
7768,1141,20,17.0,6,False,False,False,"[0.899, None, None]",91.892
7768,1141,81,18.0,7,False,False,False,"[1.108, None, None]",92.101
7768,1141,21,19.0,9,False,False,False,"[1.128, None, None]",92.121
7768,1141,10,20.0,6,False,False,False,"[1.188, None, None]",92.181
7775,1142,11,1.0,18,False,False,False,"[0.483, 0.0, 0.0]",88.265
7775,1142,16,2.0,19,False,False,False,"[0.615, 0.268, 0.155]",88.42
7775,1142,14,3.0,18,False,False,False,"[0.537, 0.122, 0.465]",88.73
7775,1142,63,4.0,21,False,False,False,"[0.831, 0.497, 0.592]",88.857
7775,1142,55,5.0,24,False,False,False,"[0.65, 0.322, 0.666]",88.931
7775,1142,18,6.0,20,False,False,False,"[0.574, 0.327, 0.68]",88.945
7775,1142,31,7.0,24,False,False,False,"[0.946, 0.62, 0.813]",89.078
7775,1142,44,8.0,21,False,False,False,"[0.928, 0.739, 0.958]",89.223
7775,1142,81,9.0,23,False,False,False,"[0.945, 0.743, 0.978]",89.243
7775,1142,10,10.0,23,False,False,False,"[1.129, 0.776, 1.092]",89.357
7775,1142,27,11.0,18,False,False,False,"[0.786, 0.816, None]",89.451
7775,1142,24,12.0,18,False,False,False,"[0.893, 0.826, None]",89.461
7775,1142,20,13.0,17,False,False,False,"[0.983, 0.999, None]",89.634
7775,1142,77,14.0,18,False,False,False,"[1.168, 1.033, None]",89.668
7775,1142,1,15.0,6,False,False,False,"[0.0, 21.318, None]",88.761
7775,1142,22,16.0,10,False,False,False,"[1.178, None, None]",89.939
7775,1142,23,17.0,9,False,False,False,"[1.233, None, None]",89.994
7775,1142,21,18.0,10,False,False,False,"[1.483, None, None]",90.244
7775,1142,4,19.0,4,False,False,False,"[1.686, None, None]",90.447
7775,1142,2,,8,False,False,False,"[39.749, None, None]",128.51
7783,1143,1,1.0,24,False,False,False,"[0.0, 0.0, 0.0]",76.732
7783,1143,63,2.0,29,False,False,False,"[0.27, 0.457, 0.236]",76.968
7783,1143,44,3.0,28,False,False,False,"[0.305, 0.495, 0.372]",77.104
7783,1143,14,4.0,26,False,False,False,"[0.448, 0.227, 0.407]",77.139
7783,1143,55,5.0,28,False,False,False,"[0.544, 0.293, 0.538]",77.27
7783,1143,18,6.0,26,False,False,False,"[0.489, 0.56, 0.576]",77.308
7783,1143,16,7.0,25,False,False,False,"[0.834, 0.334, 0.637]",77.369
7783,1143,23,8.0,27,False,False,False,"[0.578, 0.705, 0.877]",77.609
7783,1143,10,9.0,25,False,False,False,"[0.928, 0.518, 0.943]",77.574
7783,1143,27,10.0,26,False,False,False,"[0.645, 0.356, 1.003]",77.412
7783,1143,31,11.0,18,False,False,False,"[0.386, 0.712, None]",77.768
7783,1143,22,12.0,22,False,False,False,"[1.087, 1.043, None]",78.099
7783,1143,4,13.0,24,False,False,False,"[0.859, 1.063, None]",78.119
7783,1143,20,14.0,18,False,False,False,"[0.775, 1.073, None]",78.129
7783,1143,21,15.0,23,False,False,False,"[1.066, 1.279, None]",78.335
7783,1143,81,16.0,12,False,False,False,"[1.133, None, None]",78.517
7783,1143,24,17.0,12,False,False,False,"[1.156, None, None]",78.54
7783,1143,2,18.0,12,False,False,False,"[1.173, None, None]",78.557
7783,1143,77,19.0,12,False,False,False,"[1.33, None, None]",78.714
7783,1143,11,,2,True,False,False,"[None, None, None]",
9064,1207,16,1.0,21,False,False,False,"[0.0, 0.215, 0.0]",100.203
9064,1207,1,2.0,20,False,False,False,"[0.129, 0.0, 0.188]",100.391
9064,1207,11,3.0,21,False,False,False,"[0.487, 0.309, 0.292]",100.495
9064,1207,55,4.0,24,False,False,False,"[0.928, 0.547, 0.813]",101.016
9064,1207,44,5.0,24,False,False,False,"[0.844, 0.828, 0.974]",101.177
9064,1207,14,6.0,23,False,False,False,"[0.451, 0.548, 1.05]",101.253
9064,1207,4,7.0,20,False,False,False,"[0.885, 0.663, 1.078]",101.281
9064,1207,22,8.0,23,False,False,False,"[0.965, 0.747, 1.378]",101.569
9064,1207,18,9.0,23,False,False,False,"[1.255, 0.754, 1.408]",101.576
9064,1207,81,10.0,24,False,False,False,"[1.186, 0.814, 1.408]",101.611
9064,1207,63,11.0,18,False,False,False,"[0.804, 0.832, None]",101.654
9064,1207,31,12.0,19,False,False,False,"[1.353, 0.976, None]",101.798
9064,1207,23,13.0,19,False,False,False,"[0.902, 0.996, None]",101.818
9064,1207,77,14.0,19,False,False,False,"[1.313, 1.437, None]",102.259
9064,1207,2,15.0,19,False,False,False,"[0.973, 1.573, None]",102.242
9064,1207,24,16.0,11,False,False,False,"[1.373, None, None]",102.642
9064,1207,27,17.0,10,False,False,False,"[1.486, None, None]",102.755
9064,1207,20,18.0,9,False,False,False,"[2.148, None, None]",103.417
9064,1207,10,19.0,6,False,False,False,"[3.584, None, None]",104.853
9064,1207,21,,3,False,False,False,"[14.013, None, None]",115.282
9074,1208,11,1.0,20,False,False,False,"[0.35, 0.514, 0.0]",86.841
9074,1208,14,2.0,19,False,False,False,"[0.816, 0.283, 0.361]",87.097
9074,1208,55,3.0,18,False,False,False,"[0.323, 0.334, 0.508]",87.148
9074,1208,20,4.0,19,False,False,False,"[0.446, 0.859, 0.926]",87.673
9074,1208,10,5.0,20,False,False,False,"[0.698, 0.798, 0.945]",87.612
9074,1208,63,6.0,20,False,False,False,"[0.723, 0.929, 0.963]",87.743
9074,1208,16,7.0,19,False,False,False,"[0.35, 0.15, 1.02]",86.964
9074,1208,31,8.0,20,False,False,False,"[0.509, 0.63, 1.094]",87.444
9074,1208,1,9.0,15,True,False,False,"[0.0, 0.0, None]",86.814
9074,1208,77,10.0,15,False,True,False,"[0.501, 0.75, None]",87.564
9074,1208,23,11.0,15,False,False,False,"[0.871, 0.981, None]",87.795
9074,1208,27,12.0,15,False,False,False,"[0.582, 1.089, None]",87.903
9074,1208,44,13.0,15,False,False,False,"[0.483, 1.161, None]",87.846
9074,1208,24,14.0,17,False,False,False,"[0.817, 1.277, None]",88.091
9074,1208,21,15.0,16,False,False,False,"[0.962, 1.581, None]",88.325
9074,1208,4,16.0,8,False,False,False,"[1.031, None, None]",88.394
9074,1208,22,17.0,10,False,False,False,"[1.066, None, None]",88.429
9074,1208,18,18.0,8,False,False,False,"[1.113, None, None]",88.476
9074,1208,81,19.0,9,False,False,False,"[1.121, None, None]",88.484
9074,1208,2,20.0,10,False,False,False,"[1.214, None, None]",88.577
9090,1210,1,1.0,30,False,False,False,"[0.0, 0.0, 0.0]",71.365
9090,1210,14,2.0,25,False,False,False,"[0.5, 0.199, 0.084]",71.449
9090,1210,16,3.0,26,False,False,False,"[0.526, 0.195, 0.106]",71.471
9090,1210,31,4.0,26,False,False,False,"[0.581, 0.34, 0.188]",71.553
9090,1210,55,5.0,28,False,False,False,"[0.331, 0.302, 0.265]",71.63
9090,1210,44,6.0,30,False,False,False,"[0.486, 0.248, 0.36]",71.725
9090,1210,10,7.0,25,False,False,False,"[0.647, 0.261, 0.568]",71.933
9090,1210,63,8.0,29,False,False,False,"[0.383, 0.243, 0.599]",71.964
9090,1210,22,9.0,29,False,False,False,"[0.256, 0.341, 0.717]",72.082
9090,1210,4,10.0,23,False,False,False,"[0.491, 0.469, 0.889]",72.254
9090,1210,81,11.0,22,False,False,False,"[0.62, 0.487, None]",72.395
9090,1210,21,12.0,20,False,False,False,"[0.668, 0.52, None]",72.428
9090,1210,23,13.0,19,False,False,False,"[0.32, 0.619, None]",72.527
9090,1210,18,14.0,19,False,False,False,"[0.336, 0.715, None]",72.623
9090,1210,77,15.0,22,False,False,False,"[0.652, 0.717, None]",72.625
9090,1210,2,16.0,13,False,False,False,"[0.727, None, None]",73.113
9090,1210,20,17.0,9,False,False,False,"[0.884, None, None]",73.27
9090,1210,27,18.0,8,False,False,False,"[0.893, None, None]",73.279
9090,1210,24,19.0,13,False,False,False,"[1.137, None, None]",73.523
9090,1210,11,20.0,4,False,False,False,"[1.464, None, None]",73.85
9098,1211,1,1.0,20,False,False,False,"[0.678, 0.0, 0.0]",72.272
9098,1211,55,2.0,22,False,False,False,"[0.474, 0.03, 0.462]",72.734
9098,1211,4,3.0,22,False,False,False,"[0.358, 0.016, 0.52]",72.776
9098,1211,10,4.0,21,False,False,False,"[0.534, 0.426, 0.544]",72.816
9098,1211,44,5.0,23,False,False,False,"[0.0, 0.239, 0.546]",72.818
9098,1211,18,6.0,23,False,False,False,"[0.829, 0.322, 0.722]",72.994
9098,1211,31,7.0,21,False,False,False,"[0.496, 0.241, 0.811]",73.001
9098,1211,27,8.0,18,False,False,False,"[0.483, 0.523, 0.957]",73.229
9098,1211,14,9.0,18,False,False,False,"[0.81, 0.338, 1.235]",73.098
9098,1211,81,10.0,20,False,False,False,"[0.754, 0.299, 1.41]",73.059
9098,1211,11,11.0,17,False,False,False,"[0.937, 0.574, None]",73.334
9098,1211,63,12.0,18,False,False,False,"[0.389, 0.687, None]",73.326
9098,1211,24,13.0,16,False,False,False,"[0.74, 0.761, None]",73.521
9098,1211,21,14.0,16,False,False,False,"[0.644, 1.323, None]",73.581
9098,1211,22,15.0,19,False,False,False,"[0.925, 1.717, None]",73.862
9098,1211,77,16.0,10,False,False,False,"[1.04, None, None]",73.977
9098,1211,20,17.0,9,False,False,False,"[1.105, None, None]",74.042
9098,1211,23,18.0,8,False,False,False,"[1.126, None, None]",74.063
9098,1211,16,19.0,10,False,False,False,"[1.142, None, None]",74.079
9098,1211,2,20.0,6,False,False,False,"[1.762, None, None]",74.699
9106,1212,1,1.0,26,False,False,False,"[0.0, 0.367, 0.0]",79.092
9106,1212,27,2.0,25,False,False,False,"[1.879, 1.58, 1.244]",80.305
9106,1212,14,3.0,25,False,False,False,"[0.63, 1.051, 1.428]",79.776
9106,1212,44,4.0,26,False,False,False,"[0.703, 1.701, 1.769]",80.426
9106,1212,63,5.0,25,False,False,False,"[0.947, 1.373, 2.035]",80.098
9106,1212,31,6.0,25,False,False,False,"[1.263, 1.681, 2.087]",80.406
9106,1212,4,7.0,26,False,False,False,"[1.147, 0.622, 2.188]",79.347
9106,1212,55,8.0,26,False,False,False,"[1.397, 1.131, 3.436]",79.856
9106,1212,81,9.0,24,False,False,False,"[1.339, 0.934, 5.491]",79.659
9106,1212,23,10.0,24,True,False,False,"[1.087, 0.0, None]",78.725
9106,1212,16,11.0,22,False,False,False,"[0.992, 1.89, None]",80.615
9106,1212,11,12.0,23,False,False,False,"[1.3, 2.234, None]",80.959
9106,1212,18,13.0,20,False,False,False,"[1.826, 2.759, None]",81.484
9106,1212,20,14.0,21,False,False,False,"[1.5, 2.953, None]",81.678
9106,1212,77,15.0,24,False,False,False,"[1.481, 3.096, None]",81.821
9106,1212,22,16.0,11,False,False,False,"[1.895, None, None]",82.746
9106,1212,10,17.0,11,False,False,False,"[2.035, None, None]",82.886
9106,1212,21,18.0,12,False,False,False,"[2.286, None, None]",83.137
9106,1212,2,19.0,14,False,False,False,"[2.486, None, None]",83.337
9106,1212,24,20.0,11,False,False,False,"[2.491, None, None]",83.342
9112,1213,1,1.0,24,False,False,False,"[0.0, 0.0, 0.0]",64.391
9112,1213,16,2.0,26,False,False,False,"[0.461, 0.136, 0.048]",64.439
9112,1213,55,3.0,25,False,False,False,"[0.223, 0.024, 0.19]",64.581
9112,1213,4,4.0,23,False,False,False,"[0.501, 0.087, 0.267]",64.658
9112,1213,44,5.0,25,False,False,False,"[0.557, 0.237, 0.428]",64.819
9112,1213,18,6.0,25,False,False,False,"[0.594, 0.17, 0.502]",64.893
9112,1213,14,7.0,27,False,False,False,"[0.539, 0.23, 0.52]",64.911
9112,1213,27,8.0,24,False,False,False,"[0.624, 0.411, 0.699]",65.09
9112,1213,10,9.0,21,False,False,False,"[0.399, 0.357, 0.779]",65.17
9112,1213,23,10.0,21,False,False,False,"[0.557, 0.436, 1.432]",65.387
9112,1213,63,11.0,21,False,False,False,"[0.57, 0.477, None]",65.428
9112,1213,31,12.0,15,False,False,False,"[0.613, 0.502, None]",65.453
9112,1213,81,13.0,19,False,False,False,"[0.567, 0.654, None]",65.605
9112,1213,77,14.0,14,False,False,False,"[0.647, 0.729, None]",65.68
9112,1213,11,15.0,19,False,False,False,"[0.061, 61.737, None]",65.177
9112,1213,22,16.0,10,False,False,False,"[0.668, None, None]",65.784
9112,1213,24,17.0,9,False,False,False,"[0.702, None, None]",65.818
9112,1213,2,18.0,9,False,False,False,"[0.832, None, None]",65.948
9112,1213,20,19.0,10,False,False,False,"[0.855, None, None]",65.971
9112,1213,21,20.0,10,False,False,False,"[0.858, None, None]",65.974
9122,1214,1,1.0,26,False,False,False,"[0.511, 0.0, 0.0]",86.72
9122,1214,4,2.0,26,False,False,False,"[0.0, 0.34, 0.241]",86.961
9122,1214,81,3.0,26,False,False,False,"[0.957, 0.143, 0.372]",87.092
9122,1214,16,4.0,25,False,False,False,"[0.226, 0.659, 0.416]",87.136
9122,1214,55,5.0,26,False,False,False,"[0.948, 0.563, 0.428]",87.148
9122,1214,63,6.0,24,False,False,False,"[0.495, 1.08, 0.435]",87.155
9122,1214,44,7.0,25,False,False,False,"[0.498, 0.843, 0.491]",87.211
9122,1214,23,8.0,25,False,False,False,"[0.549, 0.365, 0.81]",87.53
9122,1214,14,9.0,24,False,False,False,"[1.032, 0.666, 0.939]",87.659
9122,1214,10,10.0,24,False,False,False,"[0.616, 1.049, 0.969]",87.689
9122,1214,27,11.0,17,False,False,False,"[0.686, 1.194, None]",88.896
9122,1214,18,12.0,19,False,False,False,"[0.531, 1.233, None]",88.935
9122,1214,31,13.0,18,False,False,False,"[0.783, 1.254, None]",88.956
9122,1214,2,14.0,19,False,False,False,"[0.956, 1.329, None]",89.031
9122,1214,77,,11,False,False,False,"[0.881, None, None]",89.798
9122,1214,11,15.0,11,False,False,False,"[1.051, None, None]",89.968
9122,1214,22,16.0,11,False,False,False,"[1.108, None, None]",90.025
9122,1214,24,17.0,11,False,False,False,"[1.206, None, None]",90.123
9122,1214,21,18.0,11,False,False,False,"[1.596, None, None]",90.513
9122,1214,20,19.0,7,False,False,False,"[3.461, None, None]",92.378
9129,1215,44,1.0,20,False,False,False,"[0.434, 0.099, 0.0]",76.609
9129,1215,1,2.0,21,False,False,False,"[0.175, 0.219, 0.003]",76.612
9129,1215,4,3.0,20,False,False,False,"[0.554, 0.0, 0.085]",76.694
9129,1215,81,4.0,20,False,False,False,"[0.321, 0.243, 0.296]",76.905
9129,1215,24,5.0,22,False,False,False,"[0.0, 0.372, 0.362]",76.971
9129,1215,16,6.0,21,False,False,False,"[0.297, 0.252, 0.383]",76.992
9129,1215,77,7.0,20,False,False,False,"[0.632, 0.235, 0.425]",77.034
9129,1215,14,8.0,21,False,False,False,"[0.437, 0.373, 0.426]",77.035
9129,1215,11,9.0,23,False,False,False,"[0.217, 0.347, 0.436]",77.045
9129,1215,27,10.0,20,False,False,False,"[0.552, 0.324, 0.577]",77.186
9129,1215,55,11.0,15,False,False,False,"[0.25, 0.375, None]",77.703
9129,1215,31,12.0,16,False,False,False,"[0.711, 0.513, None]",77.841
9129,1215,3,13.0,15,False,False,False,"[0.763, 0.674, None]",78.002
9129,1215,18,14.0,18,False,False,False,"[0.639, 0.816, None]",78.144
9129,1215,10,15.0,16,False,False,False,"[0.6, 0.889, None]",78.217
9129,1215,23,16.0,8,False,False,False,"[0.774, None, None]",78.917
9129,1215,22,17.0,9,False,False,False,"[0.776, None, None]",78.919
9129,1215,63,18.0,9,False,False,False,"[0.884, None, None]",79.027
9129,1215,20,19.0,8,False,False,False,"[1.063, None, None]",79.206
9129,1215,2,20.0,8,False,False,False,"[1.105, None, None]",79.248
9145,1217,1,1.0,31,False,False,False,"[0.026, 0.0, 0.0]",70.567
9145,1217,4,2.0,30,False,False,False,"[0.337, 0.913, 0.537]",71.104
9145,1217,63,3.0,32,False,False,False,"[0.406, 0.764, 0.727]",71.294
9145,1217,23,4.0,32,False,False,False,"[0.0, 0.543, 0.852]",71.419
9145,1217,14,5.0,30,False,False,False,"[0.901, 0.573, 0.939]",71.506
9145,1217,55,6.0,32,False,False,False,"[0.382, 1.073, 1.187]",71.754
9145,1217,11,7.0,33,False,False,False,"[1.033, 1.0, 1.313]",71.88
9145,1217,81,8.0,31,False,False,False,"[0.292, 0.536, 1.371]",71.938
9145,1217,16,9.0,27,False,False,False,"[1.08, 0.744, 2.098]",72.665
9145,1217,2,10.0,27,False,False,False,"[1.097, 1.211, 6.181]",76.748
9145,1217,18,11.0,22,False,False,False,"[0.631, 1.265, None]",80.121
9145,1217,10,12.0,21,False,False,False,"[0.796, 1.272, None]",80.128
9145,1217,44,13.0,23,False,False,False,"[0.98, 1.295, None]",80.151
9145,1217,22,14.0,22,False,False,False,"[0.842, 1.374, None]",80.23
9145,1217,27,15.0,20,False,False,False,"[0.952, 1.394, None]",80.25
9145,1217,24,16.0,12,False,False,False,"[1.128, None, None]",82.067
9145,1217,31,17.0,12,False,False,False,"[1.171, None, None]",82.11
9145,1217,20,18.0,11,False,False,False,"[1.253, None, None]",82.192
9145,1217,77,19.0,12,False,False,False,"[1.321, None, None]",82.26
9145,1217,40,20.0,12,False,False,False,"[2.481, None, None]",83.42
9153,1218,55,1.0,20,False,False,False,"[0.392, 0.054, 0.0]",80.294
9153,1218,1,2.0,21,False,False,False,"[0.0, 0.0, 0.013]",80.307
9153,1218,16,3.0,21,False,False,False,"[0.215, 0.04, 0.067]",80.361
9153,1218,63,4.0,21,False,False,False,"[0.575, 0.445, 0.377]",80.671
9153,1218,11,5.0,21,False,False,False,"[0.338, 0.303, 0.394]",80.688
9153,1218,23,6.0,21,False,False,False,"[0.088, 0.335, 0.466]",80.76
9153,1218,81,7.0,24,False,False,False,"[0.533, 0.59, 0.491]",80.785
9153,1218,44,8.0,21,False,False,False,"[0.404, 0.432, 0.526]",80.82
9153,1218,4,9.0,23,False,False,False,"[0.422, 0.644, 0.685]",80.979
9153,1218,14,10.0,19,False,False,False,"[0.47, 0.606, 1.123]",81.417
9153,1218,22,11.0,15,False,False,False,"[0.279, 0.657, None]",81.594
9153,1218,40,12.0,15,False,False,False,"[0.539, 0.821, None]",81.758
9153,1218,27,13.0,16,False,False,False,"[0.77, 0.839, None]",81.776
9153,1218,77,14.0,14,False,False,False,"[0.676, 1.003, None]",81.94
9153,1218,2,15.0,15,False,False,False,"[0.357, 1.007, None]",81.93
9153,1218,24,16.0,8,False,False,False,"[0.817, None, None]",82.39
9153,1218,10,17.0,7,False,False,False,"[0.972, None, None]",82.545
9153,1218,31,18.0,8,False,False,False,"[0.975, None, None]",82.548
9153,1218,20,19.0,8,False,False,False,"[1.019, None, None]",82.592
9153,1218,18,20.0,9,False,False,False,"[1.287, None, None]",82.86
9161,1219,55,1.0,20,False,False,False,"[0.348, 0.0, 0.0]",90.984
9161,1219,63,2.0,17,False,False,False,"[0.34, 0.304, 0.072]",91.056
9161,1219,16,3.0,21,False,False,False,"[0.415, 0.573, 0.079]",91.063
9161,1219,4,4.0,20,False,False,False,"[0.492, 0.512, 0.286]",91.27
9161,1219,44,5.0,16,False,False,False,"[0.66, 0.58, 0.501]",91.485
9161,1219,20,6.0,21,False,False,False,"[0.251, 0.453, 0.591]",91.575
9161,1219,14,7.0,17,False,False,False,"[0.593, 0.396, 0.631]",91.615
9161,1219,31,8.0,18,False,False,False,"[0.378, 0.65, 0.689]",91.673
9161,1219,27,9.0,21,False,False,False,"[0.109, 0.555, 0.824]",91.808
9161,1219,40,10.0,21,False,False,False,"[0.224, 0.727, 1.284]",92.166
9161,1219,1,11.0,14,False,False,False,"[0.407, 0.734, None]",92.173
9161,1219,10,12.0,12,False,False,False,"[0.461, 0.835, None]",92.274
9161,1219,11,13.0,13,False,False,False,"[0.108, 0.871, None]",92.099
9161,1219,23,14.0,12,False,False,False,"[0.677, 2.28, None]",92.668
9161,1219,22,15.0,10,True,False,False,"[0.0, None, None]",91.991
9161,1219,77,16.0,9,False,False,False,"[0.818, None, None]",92.809
9161,1219,81,17.0,9,False,False,False,"[0.911, None, None]",92.902
9161,1219,2,18.0,9,False,False,False,"[1.261, None, None]",93.252
9161,1219,24,19.0,9,False,False,False,"[1.267, None, None]",93.258
9161,1219,18,20.0,8,False,False,False,"[1.406, None, None]",93.397
9169,1220,1,1.0,12,False,False,False,"[0.0, 0.024, 0.0]",88.877
9169,1220,81,2.0,14,False,False,False,"[0.561, 0.182, 0.581]",89.458
9169,1220,4,3.0,12,False,False,False,"[0.185, 0.356, 0.616]",89.493
9169,1220,16,4.0,14,False,False,False,"[0.515, 0.0, 0.665]",89.542
9169,1220,11,5.0,18,False,False,False,"[0.774, 0.025, 0.773]",89.65
9169,1220,55,6.0,14,False,False,False,"[0.773, 0.127, 0.973]",89.85
9169,1220,44,7.0,18,False,False,False,"[0.933, 0.1, 1.031]",89.908
9169,1220,63,8.0,15,False,False,False,"[0.933, 0.328, 1.342]",90.219
9169,1220,22,9.0,18,False,False,False,"[0.855, 0.264, 1.426]",90.204
9169,1220,14,10.0,15,False,False,False,"[1.093, 0.525, 1.683]",90.465
9169,1220,40,11.0,16,False,False,False,"[0.547, 0.568, None]",90.425
9169,1220,10,12.0,12,False,False,False,"[0.965, 0.569, None]",90.509
9169,1220,23,13.0,12,False,False,False,"[1.063, 0.597, None]",90.537
9169,1220,31,14.0,12,False,False,False,"[1.082, 0.646, None]",90.586
9169,1220,20,15.0,9,False,False,False,"[1.098, 0.725, None]",90.665
9169,1220,77,16.0,5,False,False,False,"[1.171, None, None]",91.049
9169,1220,18,17.0,7,False,False,False,"[1.303, None, None]",91.181
9169,1220,27,18.0,6,False,False,False,"[1.421, None, None]",91.299
9169,1220,24,19.0,6,False,False,False,"[1.52, None, None]",91.398
9169,1220,2,,2,True,False,False,"[None, None, None]",
9215,1221,1,1.0,19,False,False,False,"[0.0, 0.102, 0.0]",83.778
9215,1221,63,2.0,21,False,False,False,"[0.327, 0.446, 0.441]",84.219
9215,1221,44,3.0,20,False,False,False,"[1.069, 0.0, 0.527]",84.305
9215,1221,14,4.0,21,False,False,False,"[0.216, 0.86, 0.591]",84.369
9215,1221,16,5.0,26,False,False,False,"[0.445, 0.698, 0.646]",84.424
9215,1221,81,6.0,23,False,False,False,"[0.259, 0.343, 0.762]",84.54
9215,1221,10,7.0,23,False,False,False,"[0.559, 0.537, 0.775]",84.553
9215,1221,31,8.0,24,False,False,False,"[0.704, 0.547, 0.985]",84.763
9215,1221,77,9.0,21,False,False,False,"[1.031, 0.916, 1.28]",85.058
9215,1221,4,10.0,21,True,False,False,"[0.124, 0.304, None]",84.685
9215,1221,22,11.0,16,False,False,False,"[1.051, 0.92, None]",85.301
9215,1221,55,12.0,18,False,False,False,"[0.801, 0.947, None]",85.328
9215,1221,11,13.0,16,False,False,False,"[0.984, 1.081, None]",85.462
9215,1221,23,14.0,15,False,False,False,"[1.111, 1.326, None]",85.707
9215,1221,27,15.0,12,False,False,False,"[0.897, 1.402, None]",85.783
9215,1221,2,16.0,10,False,False,False,"[1.203, None, None]",86.21
9215,1221,18,17.0,10,False,False,False,"[1.338, None, None]",86.345
9215,1221,40,18.0,10,False,False,False,"[1.628, None, None]",86.635
9215,1221,20,19.0,9,False,False,False,"[2.039, None, None]",87.046
9215,1221,24,20.0,9,False,False,False,"[2.425, None, None]",87.432
9207,1222,16,1.0,21,False,False,False,"[0.97, 0.0, 0.0]",94.723
9207,1222,4,2.0,20,False,False,False,"[0.019, 0.437, 0.13]",94.853
9207,1222,44,3.0,18,False,False,False,"[0.0, 0.236, 0.139]",94.862
9207,1222,55,4.0,18,False,False,False,"[0.733, 0.298, 0.222]",94.945
9207,1222,63,5.0,18,False,False,False,"[1.074, 0.602, 0.356]",95.079
9207,1222,1,6.0,18,False,False,False,"[0.255, 0.004, 0.358]",95.008
9207,1222,10,7.0,19,False,False,False,"[1.067, 0.492, 0.366]",95.089
9207,1222,31,8.0,21,False,False,False,"[1.04, 0.409, 0.431]",95.154
9207,1222,11,9.0,17,False,False,False,"[0.898, 0.675, 0.45]",95.173
9207,1222,81,10.0,20,False,False,False,"[0.973, 0.572, 0.744]",95.467
9207,1222,22,11.0,12,False,False,False,"[0.822, 0.693, None]",95.697
9207,1222,24,12.0,15,False,False,False,"[0.961, 0.694, None]",95.698
9207,1222,77,13.0,15,False,False,False,"[0.991, 0.854, None]",95.858
9207,1222,20,14.0,12,False,False,False,"[0.918, 0.876, None]",95.88
9207,1222,3,15.0,12,False,False,False,"[1.122, 0.97, None]",95.974
9207,1222,27,16.0,6,False,False,False,"[1.144, None, None]",96.235
9207,1222,14,17.0,8,False,False,False,"[1.177, None, None]",96.268
9207,1222,23,18.0,6,False,False,False,"[1.224, None, None]",96.315
9207,1222,18,19.0,9,False,False,False,"[1.498, None, None]",96.589
9207,1222,2,20.0,8,False,False,False,"[1.736, None, None]",96.827
9177,1223,16,1.0,17,False,False,False,"[0.302, 0.33, 0.0]",77.166
9177,1223,55,2.0,17,False,False,False,"[0.656, 0.811, 0.067]",77.233
9177,1223,1,3.0,15,False,False,False,"[0.0, 0.054, 0.097]",77.263
