session_key,meeting_key,driver_number,position,number_of_laps,dnf,dns,dsq,gap_to_leader,points,best_time
7953,1141,1,1.0,57.0,False,False,False,0,25.0,5636.736
7953,1141,11,2.0,57.0,False,False,False,11.987,18.0,5648.723
7953,1141,14,3.0,57.0,False,False,False,38.637,15.0,5675.373
7953,1141,55,4.0,57.0,False,False,False,48.052,12.0,5684.788
7953,1141,44,5.0,57.0,False,False,False,50.977,10.0,5687.713
7953,1141,18,6.0,57.0,False,False,False,54.502,8.0,5691.238
7953,1141,63,7.0,57.0,False,False,False,55.873,6.0,5692.609
7953,1141,77,8.0,57.0,False,False,False,72.647,4.0,5709.383
7953,1141,10,9.0,57.0,False,False,False,73.753,2.0,5710.489
7953,1141,23,10.0,57.0,False,False,False,89.774,1.0,5726.51
7953,1141,22,11.0,57.0,False,False,False,90.87,0.0,5727.606
7953,1141,2,12.0,56.0,False,False,False,+1 LAP,0.0,
7953,1141,20,13.0,56.0,False,False,False,+1 LAP,0.0,
7953,1141,21,14.0,56.0,False,False,False,+1 LAP,0.0,
7953,1141,27,15.0,56.0,False,False,False,+1 LAP,0.0,
7953,1141,24,16.0,56.0,False,False,False,+1 LAP,0.0,
7953,1141,4,17.0,55.0,False,False,False,+2 LAPS,0.0,
7953,1141,31,,41.0,True,False,False,,0.0,
7953,1141,16,,39.0,True,False,False,,0.0,
7953,1141,81,,13.0,True,False,False,,0.0,
7779,1142,11,1.0,50.0,False,False,False,0,25.0,4874.894
7779,1142,1,2.0,50.0,False,False,False,5.355,0.0,4880.249
7779,1142,14,3.0,50.0,False,False,False,20.728,15.0,4895.622
7779,1142,63,4.0,50.0,False,False,False,25.866,12.0,4900.76
7779,1142,44,5.0,50.0,False,False,False,31.065,10.0,4905.959
7779,1142,55,6.0,50.0,False,False,False,35.876,8.0,4910.77
7779,1142,16,7.0,50.0,False,False,False,43.162,6.0,4918.056
7779,1142,31,8.0,50.0,False,False,False,52.832,4.0,4927.726
7779,1142,10,9.0,50.0,False,False,False,54.747,2.0,4929.641
7779,1142,20,10.0,50.0,False,False,False,64.826,1.0,4939.72
7779,1142,22,11.0,50.0,False,False,False,67.494,0.0,4942.388
7779,1142,27,12.0,50.0,False,False,False,70.588,0.0,4945.482
7779,1142,24,13.0,50.0,False,False,False,76.06,0.0,4950.954
7779,1142,21,14.0,50.0,False,False,False,77.478,0.0,4952.372
7779,1142,81,15.0,50.0,False,False,False,85.021,0.0,4959.915
7779,1142,2,16.0,50.0,False,False,False,86.293,0.0,4961.187
7779,1142,4,17.0,50.0,False,False,False,86.445,0.0,4961.339
7779,1142,77,18.0,49.0,False,False,False,+1 LAP,0.0,
7779,1142,23,,27.0,True,False,False,,0.0,
7779,1142,18,,16.0,True,False,False,,0.0,
7787,1143,1,1.0,58.0,False,False,False,0.0,25.0,9158.371
7787,1143,44,2.0,58.0,False,False,False,0.179,18.0,9158.55
7787,1143,14,3.0,58.0,False,False,False,0.769,15.0,9159.14
7787,1143,18,4.0,58.0,False,False,False,3.082,12.0,9161.453
7787,1143,11,5.0,58.0,False,False,False,3.32,11.0,9161.691
7787,1143,4,6.0,58.0,False,False,False,3.701,8.0,9162.072
7787,1143,27,7.0,58.0,False,False,False,4.939,6.0,9163.31
7787,1143,81,8.0,58.0,False,False,False,5.382,4.0,9163.753
7787,1143,24,9.0,58.0,False,False,False,5.713,2.0,9164.084
7787,1143,22,10.0,58.0,False,False,False,6.052,1.0,9164.423
7787,1143,77,11.0,58.0,False,False,False,6.513,0.0,9164.884
7787,1143,55,12.0,58.0,False,False,False,6.594,0.0,9164.965
7787,1143,10,13.0,56.0,True,False,False,,0.0,
7787,1143,31,14.0,56.0,True,False,False,,0.0,
7787,1143,21,15.0,56.0,True,False,False,,0.0,
7787,1143,2,16.0,56.0,True,False,False,,0.0,
7787,1143,20,17.0,52.0,True,False,False,,0.0,
7787,1143,63,,17.0,True,False,False,,0.0,
7787,1143,23,,6.0,True,False,False,,0.0,
7787,1143,16,,0.0,True,False,False,,0.0,
9070,1207,11,1.0,51.0,False,False,False,0,25.0,5562.436
9070,1207,1,2.0,51.0,False,False,False,2.137,18.0,5564.573
9070,1207,16,3.0,51.0,False,False,False,21.217,15.0,5583.653
9070,1207,14,4.0,51.0,False,False,False,22.024,12.0,5584.46
9070,1207,55,5.0,51.0,False,False,False,45.491,10.0,5607.927
9070,1207,44,6.0,51.0,False,False,False,46.145,8.0,5608.581
9070,1207,18,7.0,51.0,False,False,False,51.617,6.0,5614.053
9070,1207,63,8.0,51.0,False,False,False,74.24,5.0,5636.676
9070,1207,4,9.0,51.0,False,False,False,80.376,2.0,5642.812
9070,1207,22,10.0,51.0,False,False,False,83.862,1.0,5646.298
9070,1207,81,11.0,51.0,False,False,False,86.501,0.0,5648.937
9070,1207,23,12.0,51.0,False,False,False,88.623,0.0,5651.059
9070,1207,20,13.0,51.0,False,False,False,89.729,0.0,5652.165
9070,1207,10,14.0,51.0,False,False,False,91.332,0.0,5653.768
9070,1207,31,15.0,51.0,False,False,False,97.794,0.0,5660.23
9070,1207,2,16.0,51.0,False,False,False,100.943,0.0,5663.379
9070,1207,27,17.0,50.0,False,False,False,+1 LAP,0.0,
9070,1207,77,18.0,50.0,False,False,False,+1 LAP,0.0,
9070,1207,24,,36.0,True,False,False,,0.0,
9070,1207,21,,9.0,True,False,False,,0.0,
9078,1208,1,1.0,57.0,False,False,False,0,26.0,5258.241
9078,1208,11,2.0,57.0,False,False,False,5.384,18.0,5263.625
9078,1208,14,3.0,57.0,False,False,False,26.305,15.0,5284.546
9078,1208,63,4.0,57.0,False,False,False,33.229,12.0,5291.47
9078,1208,55,5.0,57.0,False,False,False,42.511,10.0,5300.752
9078,1208,44,6.0,57.0,False,False,False,51.249,8.0,5309.49
9078,1208,16,7.0,57.0,False,False,False,52.988,6.0,5311.229
9078,1208,10,8.0,57.0,False,False,False,55.67,4.0,5313.911
9078,1208,31,9.0,57.0,False,False,False,58.123,2.0,5316.364
9078,1208,20,10.0,57.0,False,False,False,62.945,1.0,5321.186
9078,1208,22,11.0,57.0,False,False,False,64.309,0.0,5322.55
9078,1208,18,12.0,57.0,False,False,False,64.754,0.0,5322.995
9078,1208,77,13.0,57.0,False,False,False,71.637,0.0,5329.878
9078,1208,23,14.0,57.0,False,False,False,72.861,0.0,5331.102
9078,1208,27,15.0,57.0,False,False,False,74.95,0.0,5333.191
9078,1208,24,16.0,57.0,False,False,False,78.44,0.0,5336.681
9078,1208,4,17.0,57.0,False,False,False,87.717,0.0,5345.958
9078,1208,21,18.0,57.0,False,False,False,88.949,0.0,5347.19
9078,1208,81,19.0,56.0,False,False,False,+1 LAP,0.0,
9078,1208,2,20.0,56.0,False,False,False,+1 LAP,0.0,
9094,1210,1,1.0,78.0,False,False,False,0,25.0,6531.98
9094,1210,14,2.0,78.0,False,False,False,27.921,18.0,6559.901
9094,1210,31,3.0,78.0,False,False,False,36.99,15.0,6568.97
9094,1210,44,4.0,78.0,False,False,False,39.062,13.0,6571.042
9094,1210,63,5.0,78.0,False,False,False,56.284,10.0,6588.264
9094,1210,16,6.0,78.0,False,False,False,61.89,8.0,6593.87
9094,1210,10,7.0,78.0,False,False,False,62.362,6.0,6594.342
9094,1210,55,8.0,78.0,False,False,False,63.391,4.0,6595.371
9094,1210,4,9.0,77.0,False,False,False,+1 LAP,2.0,
9094,1210,81,10.0,77.0,False,False,False,+1 LAP,1.0,
9094,1210,77,11.0,77.0,False,False,False,+1 LAP,0.0,
9094,1210,21,12.0,77.0,False,False,False,+1 LAP,0.0,
9094,1210,24,13.0,77.0,False,False,False,+1 LAP,0.0,
9094,1210,23,14.0,77.0,False,False,False,+1 LAP,0.0,
9094,1210,22,15.0,76.0,False,False,False,+2 LAPS,0.0,
9094,1210,11,16.0,76.0,False,False,False,+2 LAPS,0.0,
9094,1210,27,17.0,76.0,False,False,False,+2 LAPS,0.0,
9094,1210,2,18.0,76.0,False,False,False,+2 LAPS,0.0,
9094,1210,20,19.0,70.0,True,False,False,,0.0,
9094,1210,18,,53.0,True,False,False,,0.0,
9102,1211,1,1.0,66.0,False,False,False,0,26.0,5277.94
9102,1211,44,2.0,66.0,False,False,False,24.09,18.0,5302.03
9102,1211,63,3.0,66.0,False,False,False,32.389,15.0,5310.329
9102,1211,11,4.0,66.0,False,False,False,35.812,12.0,5313.752
9102,1211,55,5.0,66.0,False,False,False,45.698,10.0,5323.638
9102,1211,18,6.0,66.0,False,False,False,63.32,8.0,5341.26
9102,1211,14,7.0,66.0,False,False,False,64.127,6.0,5342.067
9102,1211,31,8.0,66.0,False,False,False,69.242,4.0,5347.182
9102,1211,24,9.0,66.0,False,False,False,71.878,2.0,5349.818
9102,1211,10,10.0,66.0,False,False,False,73.53,1.0,5351.47
9102,1211,16,11.0,66.0,False,False,False,74.419,0.0,5352.359
9102,1211,22,12.0,66.0,False,False,False,75.416,0.0,5353.356
9102,1211,81,13.0,65.0,False,False,False,+1 LAP,0.0,
9102,1211,21,14.0,65.0,False,False,False,+1 LAP,0.0,
9102,1211,27,15.0,65.0,False,False,False,+1 LAP,0.0,
9102,1211,23,16.0,65.0,False,False,False,+1 LAP,0.0,
9102,1211,4,17.0,65.0,False,False,False,+1 LAP,0.0,
9102,1211,20,18.0,65.0,False,False,False,+1 LAP,0.0,
9102,1211,77,19.0,65.0,False,False,False,+1 LAP,0.0,
9102,1211,2,20.0,65.0,False,False,False,+1 LAP,0.0,
9110,1212,1,1.0,70.0,False,False,False,0,25.0,5638.348
9110,1212,14,2.0,70.0,False,False,False,9.57,18.0,5647.918
9110,1212,44,3.0,70.0,False,False,False,14.168,15.0,5652.516
9110,1212,16,4.0,70.0,False,False,False,18.648,12.0,5656.996
9110,1212,55,5.0,70.0,False,False,False,21.54,10.0,5659.888
9110,1212,11,6.0,70.0,False,False,False,51.028,9.0,5689.376
9110,1212,23,7.0,70.0,False,False,False,60.813,6.0,5699.161
9110,1212,31,8.0,70.0,False,False,False,61.692,4.0,5700.04
9110,1212,18,9.0,70.0,False,False,False,64.402,2.0,5702.75
9110,1212,77,10.0,70.0,False,False,False,64.432,1.0,5702.78
9110,1212,81,11.0,70.0,False,False,False,65.101,0.0,5703.449
9110,1212,10,12.0,70.0,False,False,False,65.249,0.0,5703.597
9110,1212,4,13.0,70.0,False,False,False,68.363,0.0,5706.711
9110,1212,22,14.0,70.0,False,False,False,73.423,0.0,5711.771
9110,1212,27,15.0,69.0,False,False,False,+1 LAP,0.0,
9110,1212,24,16.0,69.0,False,False,False,+1 LAP,0.0,
9110,1212,20,17.0,69.0,False,False,False,+1 LAP,0.0,
9110,1212,21,18.0,69.0,False,False,False,+1 LAP,0.0,
9110,1212,63,,53.0,True,False,False,,0.0,
9110,1212,2,,6.0,True,False,False,,0.0,
9118,1213,1,1.0,71.0,False,False,False,0,26.0,5133.607
9118,1213,16,2.0,71.0,False,False,False,5.155,18.0,5138.762
9118,1213,11,3.0,71.0,False,False,False,17.188,15.0,5150.795
9118,1213,4,4.0,71.0,False,False,False,26.327,12.0,5159.934
9118,1213,14,5.0,71.0,False,False,False,30.317,10.0,5163.924
9118,1213,55,6.0,71.0,False,False,False,31.377,8.0,5164.984
9118,1213,63,7.0,71.0,False,False,False,48.403,6.0,5182.01
9118,1213,44,8.0,71.0,False,False,False,49.196,4.0,5182.803
9118,1213,18,9.0,71.0,False,False,False,59.043,2.0,5192.65
9118,1213,10,10.0,71.0,False,False,False,67.667,1.0,5201.274
9118,1213,23,11.0,71.0,False,False,False,79.767,0.0,5213.374
9118,1213,24,12.0,70.0,False,False,False,+1 LAP,0.0,
9118,1213,2,13.0,70.0,False,False,False,+1 LAP,0.0,
9118,1213,31,14.0,70.0,False,False,False,+1 LAP,0.0,
9118,1213,77,15.0,70.0,False,False,False,+1 LAP,0.0,
9118,1213,81,16.0,70.0,False,False,False,+1 LAP,0.0,
9118,1213,21,17.0,70.0,False,False,False,+1 LAP,0.0,
9118,1213,20,18.0,70.0,False,False,False,+1 LAP,0.0,
9118,1213,22,19.0,70.0,False,False,False,+1 LAP,0.0,
9118,1213,27,,12.0,True,False,False,,0.0,
9126,1214,1,1.0,52.0,False,False,False,0.0,26.0,5116.938
9126,1214,4,2.0,52.0,False,False,False,3.798,18.0,5120.736
9126,1214,44,3.0,52.0,False,False,False,6.783,15.0,5123.721
9126,1214,81,4.0,52.0,False,False,False,7.776,12.0,5124.714
9126,1214,63,5.0,52.0,False,False,False,11.206,10.0,5128.144
9126,1214,11,6.0,52.0,False,False,False,12.882,8.0,5129.82
9126,1214,14,7.0,52.0,False,False,False,17.193,6.0,5134.131
9126,1214,23,8.0,52.0,False,False,False,17.878,4.0,5134.816
9126,1214,16,9.0,52.0,False,False,False,18.689,2.0,5135.627
9126,1214,55,10.0,52.0,False,False,False,19.448,1.0,5136.386
9126,1214,2,11.0,52.0,False,False,False,23.632,0.0,5140.57
9126,1214,77,12.0,52.0,False,False,False,25.83,0.0,5142.768
9126,1214,27,13.0,52.0,False,False,False,26.663,0.0,5143.601
9126,1214,18,14.0,52.0,False,False,False,27.483,0.0,5144.421
9126,1214,24,15.0,52.0,False,False,False,29.82,0.0,5146.758
9126,1214,22,16.0,52.0,False,False,False,31.225,0.0,5148.163
9126,1214,21,17.0,52.0,False,False,False,33.128,0.0,5150.066
9126,1214,10,18.0,46.0,True,False,False,,0.0,
9126,1214,20,,31.0,True,False,False,,0.0,
9126,1214,31,,9.0,True,False,False,,0.0,
9133,1215,1,1.0,70.0,False,False,False,0,26.0,5888.634
9133,1215,4,2.0,70.0,False,False,False,33.731,18.0,5922.365
9133,1215,11,3.0,70.0,False,False,False,37.603,15.0,5926.237
9133,1215,44,4.0,70.0,False,False,False,39.134,12.0,5927.768
9133,1215,81,5.0,70.0,False,False,False,62.572,10.0,5951.206
9133,1215,63,6.0,70.0,False,False,False,65.825,8.0,5954.459
9133,1215,16,7.0,70.0,False,False,False,70.317,6.0,5958.951
9133,1215,55,8.0,70.0,False,False,False,71.073,4.0,5959.707
9133,1215,14,9.0,70.0,False,False,False,75.709,2.0,5964.343
9133,1215,18,10.0,69.0,False,False,False,+1 LAP,1.0,
9133,1215,23,11.0,69.0,False,False,False,+1 LAP,0.0,
9133,1215,77,12.0,69.0,False,False,False,+1 LAP,0.0,
9133,1215,3,13.0,69.0,False,False,False,+1 LAP,0.0,
9133,1215,27,14.0,69.0,False,False,False,+1 LAP,0.0,
9133,1215,22,15.0,69.0,False,False,False,+1 LAP,0.0,
9133,1215,24,16.0,69.0,False,False,False,+1 LAP,0.0,
9133,1215,20,17.0,69.0,False,False,False,+1 LAP,0.0,
9133,1215,2,18.0,67.0,True,False,False,,0.0,
9133,1215,31,,2.0,True,False,False,,0.0,
9133,1215,10,,1.0,True,False,False,,0.0,
9141,1216,1,1.0,44.0,False,False,False,0.0,25.0,4950.45
9141,1216,11,2.0,44.0,False,False,False,22.305,18.0,4972.755
9141,1216,16,3.0,44.0,False,False,False,32.259,15.0,4982.709
9141,1216,44,4.0,44.0,False,False,False,49.671,13.0,5000.121
9141,1216,14,5.0,44.0,False,False,False,56.184,10.0,5006.634
9141,1216,63,6.0,44.0,False,False,False,63.101,8.0,5013.551
9141,1216,4,7.0,44.0,False,False,False,73.719,6.0,5024.169
9141,1216,31,8.0,44.0,False,False,False,74.719,4.0,5025.169
9141,1216,18,9.0,44.0,False,False,False,79.34,2.0,5029.79
9141,1216,22,10.0,44.0,False,False,False,80.221,1.0,5030.671
9141,1216,10,11.0,44.0,False,False,False,83.084,0.0,5033.534
9141,1216,77,12.0,44.0,False,False,False,85.191,0.0,5035.641
9141,1216,24,13.0,44.0,False,False,False,95.441,0.0,5045.891
9141,1216,23,14.0,44.0,False,False,False,96.184,0.0,5046.634
9141,1216,20,15.0,44.0,False,False,False,101.754,0.0,5052.204
9141,1216,3,16.0,44.0,False,False,False,103.071,0.0,5053.521
9141,1216,2,17.0,44.0,False,False,False,104.476,0.0,5054.926
9141,1216,27,18.0,44.0,False,False,False,110.45,0.0,5060.9
9141,1216,55,,23.0,True,False,False,,0.0,
9141,1216,81,,0.0,True,False,False,,0.0,
9149,1217,1,1.0,72.0,False,False,False,0.0,25.0,8644.411
9149,1217,14,2.0,72.0,False,False,False,3.744,19.0,8648.155
9149,1217,10,3.0,72.0,False,False,False,7.058,15.0,8651.469
9149,1217,11,4.0,72.0,False,False,False,10.068,12.0,8654.479
9149,1217,55,5.0,72.0,False,False,False,12.541,10.0,8656.952
9149,1217,44,6.0,72.0,False,False,False,13.209,8.0,8657.62
9149,1217,4,7.0,72.0,False,False,False,13.232,6.0,8657.643
9149,1217,23,8.0,72.0,False,False,False,15.155,4.0,8659.566
9149,1217,81,9.0,72.0,False,False,False,16.58,2.0,8660.991
9149,1217,31,10.0,72.0,False,False,False,18.346,1.0,8662.757
9149,1217,18,11.0,72.0,False,False,False,20.087,0.0,8664.498
9149,1217,27,12.0,72.0,False,False,False,20.84,0.0,8665.251
9149,1217,40,13.0,72.0,False,False,False,26.147,0.0,8670.558
9149,1217,77,14.0,72.0,False,False,False,27.388,0.0,8671.799
9149,1217,22,15.0,72.0,False,False,False,29.893,0.0,8674.304
9149,1217,20,16.0,72.0,False,False,False,31.41,0.0,8675.821
9149,1217,63,17.0,72.0,False,False,False,55.754,0.0,8700.165
9149,1217,24,,62.0,True,False,False,,0.0,
9149,1217,16,,41.0,True,False,False,,0.0,
9149,1217,2,,14.0,True,False,False,,0.0,
9157,1218,1,1.0,51.0,False,False,False,0,25.0,4421.143
9157,1218,11,2.0,51.0,False,False,False,6.064,18.0,4427.207
9157,1218,55,3.0,51.0,False,False,False,11.193,15.0,4432.336
9157,1218,16,4.0,51.0,False,False,False,11.377,12.0,4432.52
9157,1218,63,5.0,51.0,False,False,False,23.028,10.0,4444.171
9157,1218,44,6.0,51.0,False,False,False,42.679,8.0,4463.822
9157,1218,23,7.0,51.0,False,False,False,45.106,6.0,4466.249
9157,1218,4,8.0,51.0,False,False,False,45.449,4.0,4466.592
9157,1218,14,9.0,51.0,False,False,False,46.294,2.0,4467.437
9157,1218,77,10.0,51.0,False,False,False,64.056,1.0,4485.199
9157,1218,40,11.0,51.0,False,False,False,70.638,0.0,4491.781
9157,1218,81,12.0,51.0,False,False,False,73.074,0.0,4494.217
9157,1218,2,13.0,51.0,False,False,False,78.557,0.0,4499.7
9157,1218,24,14.0,51.0,False,False,False,80.164,0.0,4501.307
9157,1218,10,15.0,51.0,False,False,False,82.51,0.0,4503.653
9157,1218,18,16.0,51.0,False,False,False,87.266,0.0,4508.409
9157,1218,27,17.0,50.0,False,False,False,+1 LAP,0.0,
9157,1218,20,18.0,50.0,False,False,False,+1 LAP,0.0,
9157,1218,31,,39.0,True,False,False,,0.0,
9157,1218,22,,0.0,False,True,False,,0.0,
9165,1219,55,1.0,62.0,False,False,False,0.0,25.0,6397.418
9165,1219,4,2.0,62.0,False,False,False,0.812,18.0,6398.23
9165,1219,44,3.0,62.0,False,False,False,1.269,16.0,6398.687
9165,1219,16,4.0,62.0,False,False,False,21.177,12.0,6418.595
9165,1219,1,5.0,62.0,False,False,False,21.441,10.0,6418.859
9165,1219,10,6.0,62.0,False,False,False,38.441,8.0,6435.859
9165,1219,81,7.0,62.0,False,False,False,41.479,6.0,6438.897
9165,1219,11,8.0,62.0,False,False,False,59.534,4.0,6456.952
9165,1219,40,9.0,62.0,False,False,False,65.918,2.0,6463.336
9165,1219,20,10.0,62.0,False,False,False,72.116,1.0,6469.534
9165,1219,23,11.0,62.0,False,False,False,73.417,0.0,6470.835
9165,1219,24,12.0,62.0,False,False,False,83.649,0.0,6481.067
9165,1219,27,13.0,62.0,False,False,False,86.201,0.0,6483.619
9165,1219,2,14.0,62.0,False,False,False,86.889,0.0,6484.307
9165,1219,14,15.0,62.0,False,False,False,87.603,0.0,6485.021
9165,1219,63,16.0,61.0,True,False,False,,0.0,
9165,1219,77,,51.0,True,False,False,,0.0,
9165,1219,31,,42.0,True,False,False,,0.0,
9165,1219,22,,0.0,True,False,False,,0.0,
9173,1220,1,1.0,53.0,False,False,False,0,26.0,5458.421
9173,1220,4,2.0,53.0,False,False,False,19.387,18.0,5477.808
9173,1220,81,3.0,53.0,False,False,False,36.494,15.0,5494.915
9173,1220,16,4.0,53.0,False,False,False,43.998,12.0,5502.419
9173,1220,44,5.0,53.0,False,False,False,49.376,10.0,5507.797
9173,1220,55,6.0,53.0,False,False,False,50.221,8.0,5508.642
9173,1220,63,7.0,53.0,False,False,False,57.659,6.0,5516.08
9173,1220,14,8.0,53.0,False,False,False,74.725,4.0,5533.146
9173,1220,31,9.0,53.0,False,False,False,79.678,2.0,5538.099
9173,1220,10,10.0,53.0,False,False,False,83.155,1.0,5541.576
9173,1220,40,11.0,52.0,False,False,False,+1 LAP,0.0,
9173,1220,22,12.0,52.0,False,False,False,+1 LAP,0.0,
9173,1220,24,13.0,52.0,False,False,False,+1 LAP,0.0,
9173,1220,27,14.0,52.0,False,False,False,+1 LAP,0.0,
9173,1220,20,15.0,52.0,False,False,False,+1 LAP,0.0,
9173,1220,23,,26.0,True,False,False,,0.0,
9173,1220,2,,22.0,True,False,False,,0.0,
9173,1220,18,,20.0,True,False,False,,0.0,
9173,1220,11,,15.0,True,False,False,,0.0,
9173,1220,77,,7.0,True,False,False,,0.0,
9221,1221,1,1.0,57.0,False,False,False,0,26.0,5259.168
9221,1221,81,2.0,57.0,False,False,False,4.833,18.0,5264.001
9221,1221,4,3.0,57.0,False,False,False,5.969,15.0,5265.137
9221,1221,63,4.0,57.0,False,False,False,34.119,12.0,5293.287
9221,1221,16,5.0,57.0,False,False,False,38.976,10.0,5298.144
9221,1221,14,6.0,57.0,False,False,False,49.032,8.0,5308.2
9221,1221,31,7.0,57.0,False,False,False,62.39,6.0,5321.558
9221,1221,77,8.0,57.0,False,False,False,66.563,4.0,5325.731
9221,1221,24,9.0,57.0,False,False,False,76.127,2.0,5335.295
9221,1221,11,10.0,57.0,False,False,False,80.181,1.0,5339.349
9221,1221,18,11.0,57.0,False,False,False,81.652,0.0,5340.82
9221,1221,10,12.0,57.0,False,False,False,82.3,0.0,5341.468
9221,1221,23,13.0,57.0,False,False,False,91.014,0.0,5350.182
9221,1221,20,14.0,56.0,False,False,False,+1 LAP,0.0,
9221,1221,22,15.0,56.0,False,False,False,+1 LAP,0.0,
9221,1221,27,16.0,56.0,False,False,False,+1 LAP,0.0,
9221,1221,40,17.0,56.0,False,False,False,+1 LAP,0.0,
9221,1221,2,,40.0,True,False,False,,0.0,
9221,1221,44,,0.0,True,False,False,,0.0,
9221,1221,55,,0.0,False,True,False,,0.0,
9213,1222,1,1.0,56.0,False,False,False,0,25.0,5721.362
9213,1222,44,,56.0,False,False,False,2.225,0.0,5723.587
9213,1222,4,2.0,56.0,False,False,False,10.73,0.0,5732.092
9213,1222,55,3.0,56.0,False,False,False,15.134,0.0,5736.496
9213,1222,11,4.0,56.0,False,False,False,18.46,0.0,5739.822
9213,1222,16,,56.0,False,False,False,24.662,0.0,5746.024
9213,1222,63,5.0,56.0,False,False,False,24.999,0.0,5746.361
